text,x0,x1,top,bottom,upright,direction,page_number,Class,Providercode
xxxxxxxxx,222.19,490.032,191.28599999999997,199.28599999999997,True,1,1,4,2
xxxxxxxxx,21.0,111.68,208.28599999999997,216.28599999999997,True,1,1,4,2
xxxxxxxxx,131.0,225.264,208.28599999999997,216.28599999999997,True,1,1,4,2
xxxxxxxxx,272.42,574.0880000000002,208.28599999999997,225.486,True,1,1,4,2
xxxxxxxxx,21.0,97.456,225.28599999999997,233.28599999999997,True,1,1,4,2
xxxxxxxxx,113.0,143.24,225.28599999999997,233.28599999999997,True,1,1,4,2
CAE N°:,442.56,481.0,690.61,700.61,True,1,1,5,2
70283917055157,486.0,563.84,690.61,700.61,True,1,1,5,2
Fecha de Vto de CAE:,374.31,481.0,704.61,714.61,True,1,1,6,2
21/07/2020,486.0,536.04,704.61,714.61,True,1,1,6,2
Comp Nro:,461.0,509.996,86.103,95.103,True,1,1,1,2
2,417.0,444.8,86.11,96.11,True,1,1,1,2
194,517.0,561.48,86.11,96.11,True,1,1,1,2
11/07/2020,428.0,478.04,101.61,111.61,True,1,1,2,2
Fecha de Emisión:,341.0,420.524,102.273,111.273,True,1,1,2,2
xxxxxxxxx,21.0,80.013,103.45299999999999,112.45299999999999,True,1,1,3,2
xxxxxxxxx,84.0,187.52700000000002,103.45299999999999,112.45299999999999,True,1,1,3,2
xxxxxxxxx,341.0,364.994,125.273,134.273,True,1,1,3,2
xxxxxxxxx,373.0,428.04400000000004,125.273,134.273,True,1,1,3,2
xxxxxxxxx,21.0,110.523,127.45299999999999,136.453,True,1,1,3,2
xxxxxxxxx,116.0,272.069,127.45299999999999,136.453,True,1,1,3,2
xxxxxxxxx,341.0,413.009,137.273,146.273,True,1,1,3,2
xxxxxxxxx,419.0,456.00800000000004,137.273,146.273,True,1,1,3,2
xxxxxxxxx,116.0,169.523,137.803,146.803,True,1,1,3,2
xxxxxxxxx,341.0,475.046,149.273,158.273,True,1,1,3,2
xxxxxxxxx,482.0,527.036,149.273,158.273,True,1,1,3,2
xxxxxxxxx,21.0,123.015,152.273,161.273,True,1,1,3,2
xxxxxxxxx,131.0,245.03,152.273,161.273,True,1,1,3,2
xxxxxxxxx,21.0,145.47,171.36,181.36,True,1,1,3,2
xxxxxxxxx,159.0,209.04,171.36,181.36,True,1,1,3,2
xxxxxxxxx,232.44,315.04,171.36,181.36,True,1,1,3,2
xxxxxxxxx,362.96,545.04,171.36,181.36,True,1,1,3,2
xxxxxxxxx,21.0,42.328,191.28599999999997,199.28599999999997,True,1,1,4,2
xxxxxxxxx,52.0,100.928,191.28599999999997,199.28599999999997,True,1,1,4,2
xxxxxxxxx,222.19,490.032,191.28599999999997,199.28599999999997,True,1,1,4,2
xxxxxxxxx,21.0,111.68,208.28599999999997,216.28599999999997,True,1,1,4,2
xxxxxxxxx,131.0,225.264,208.28599999999997,216.28599999999997,True,1,1,4,2
xxxxxxxxx,272.42,574.0880000000002,208.28599999999997,225.486,True,1,1,4,2
xxxxxxxxx,21.0,97.456,225.28599999999997,233.28599999999997,True,1,1,4,2
xxxxxxxxx,113.0,143.24,225.28599999999997,233.28599999999997,True,1,1,4,2
CAE N°:,442.56,481.0,690.61,700.61,True,1,1,5,2
70283917106820,486.0,563.84,690.61,700.61,True,1,1,5,2
Fecha de Vto de CAE:,374.31,481.0,704.61,714.61,True,1,1,6,2
21/07/2020,486.0,536.04,704.61,714.61,True,1,1,6,2
A,313.56,319.525,14.322000000000001,24.281999999999996,True,1,1,1,11
0002 - 00009527,382.32,472.207,14.322000000000001,24.281999999999996,True,1,1,1,11
Fecha: 16/12/2020,382.32,484.19599999999997,51.162,61.122,True,1,1,2,11
xxxxxxxxx,36.36,192.18599999999998,107.92200000000001,117.882,True,1,1,3,11
xxxxxxxxx,34.8,208.61,136.99200000000002,146.952,True,1,1,4,11
xxxxxxxxx,262.56,532.281,136.99200000000002,146.952,True,1,1,4,11
xxxxxxxxx,34.8,208.61,148.99200000000005,182.952,True,1,1,4,11
xxxxxxxxx,335.16,473.00300000000004,172.99200000000005,182.952,True,1,1,4,11
xxxxxxxxx,30.72,222.513,184.99200000000002,206.112,True,1,1,4,11
14278.00,516.96,570.88,671.472,681.432,True,1,1,7,11
Fecha Vto:26/12/20,298.2,416.134,756.552,768.696,True,1,1,6,11
C.A.E. Nº70519015031270,432.0,569.8430000000002,756.552,766.512,True,1,1,5,11
Original,522.84,570.766,770.232,780.192,True,1,1,6,11
A,313.56,319.525,14.322000000000001,24.281999999999996,True,1,1,1,11
0002 - 00009762,382.32,472.207,14.322000000000001,24.281999999999996,True,1,1,1,11
Fecha: 19/03/2021,382.32,484.19599999999997,51.162,61.122,True,1,1,2,11
xxxxxxxxx,345.36,525.164,62.562,95.20200000000001,True,1,1,3,11
xxxxxxxxx,36.36,192.18599999999998,107.92200000000001,117.882,True,1,1,3,11
xxxxxxxxx,34.8,208.61,136.99200000000002,146.952,True,1,1,4,11
xxxxxxxxx,262.56,532.281,136.99200000000002,146.952,True,1,1,4,11
xxxxxxxxx,34.8,208.61,148.99200000000005,182.952,True,1,1,4,11
xxxxxxxxx,335.16,473.00300000000004,172.99200000000005,182.952,True,1,1,4,11
xxxxxxxxx,30.72,222.513,184.99200000000002,206.112,True,1,1,4,11
20570.00,516.0,569.92,688.1519999999997,698.112,True,1,1,7,11
Fecha Vto:29/03/21,298.2,416.134,738.552,750.696,True,1,1,6,11
C.A.E. Nº71129587292454,432.0,569.8430000000002,738.552,748.512,True,1,1,5,11
A,313.56,319.525,14.322000000000001,24.281999999999996,True,1,1,1,11
A,313.56,319.525,14.322000000000001,24.281999999999996,True,1,1,1,11
0002 - 00009830,382.32,472.207,14.322000000000001,24.281999999999996,True,1,1,1,11
0002 - 00009527,382.32,472.207,14.322000000000001,24.281999999999996,True,1,1,1,11
Fecha: 21/04/2021,382.32,484.19599999999997,51.162,61.122,True,1,1,2,11
Fecha: 16/12/2020,382.32,484.19599999999997,51.162,61.122,True,1,1,2,11
xxxxxxxxx,345.36,525.164,62.562,95.20200000000001,True,1,1,3,11
xxxxxxxxx,345.36,525.164,62.562,95.20200000000001,True,1,1,3,11
xxxxxxxxx,36.36,192.18599999999998,107.92200000000001,117.882,True,1,1,3,11
xxxxxxxxx,36.36,192.18599999999998,107.92200000000001,117.882,True,1,1,3,11
xxxxxxxxx,34.8,208.61,136.99200000000002,146.952,True,1,1,4,11
xxxxxxxxx,34.8,208.61,136.99200000000002,146.952,True,1,1,4,11
xxxxxxxxx,262.56,532.281,136.99200000000002,146.952,True,1,1,4,11
xxxxxxxxx,262.56,532.281,136.99200000000002,146.952,True,1,1,4,11
xxxxxxxxx,34.8,208.61,148.99200000000005,182.952,True,1,1,4,11
xxxxxxxxx,34.8,208.61,148.99200000000005,182.952,True,1,1,4,11
xxxxxxxxx,335.16,473.00300000000004,172.99200000000005,182.952,True,1,1,4,11
xxxxxxxxx,335.16,473.00300000000004,172.99200000000005,182.952,True,1,1,4,11
xxxxxxxxx,30.72,222.513,184.99200000000002,206.112,True,1,1,4,11
xxxxxxxxx,30.72,222.513,184.99200000000002,206.112,True,1,1,4,11
20570.00,516.0,569.92,688.1519999999997,698.112,True,1,1,7,11
14278.00,516.0,569.92,695.472,705.432,True,1,1,7,11
Fecha Vto:01/05/21,298.2,416.134,738.552,750.696,True,1,1,6,11
C.A.E. Nº71169009560699,432.0,569.8430000000002,738.552,748.512,True,1,1,5,11
Fecha Vto:26/12/20,298.2,416.134,756.552,768.696,True,1,1,6,11
C.A.E. Nº70519015031270,432.0,569.8430000000002,756.552,766.512,True,1,1,5,11
A,313.56,319.525,14.322000000000001,24.281999999999996,True,1,1,1,11
0002 - 00010076,382.32,472.207,14.322000000000001,24.281999999999996,True,1,1,1,11
Fecha: 23/07/2021,382.32,484.19599999999997,51.162,61.122,True,1,1,2,11
xxxxxxxxx,345.36,525.164,62.562,95.20200000000001,True,1,1,3,11
xxxxxxxxx,36.36,192.18599999999998,107.92200000000001,117.882,True,1,1,3,11
xxxxxxxxx,34.8,208.61,136.99200000000002,146.952,True,1,1,4,11
xxxxxxxxx,262.56,532.281,136.99200000000002,146.952,True,1,1,4,11
xxxxxxxxx,34.8,208.61,148.99200000000005,182.952,True,1,1,4,11
xxxxxxxxx,335.16,473.00300000000004,172.99200000000005,182.952,True,1,1,4,11
xxxxxxxxx,30.72,222.513,184.99200000000002,206.112,True,1,1,4,11
41140.00,516.0,569.92,688.1519999999997,698.112,True,1,1,7,11
Fecha Vto:02/08/21,298.2,416.134,738.552,750.696,True,1,1,6,11
C.A.E. Nº71309884517801,432.0,569.8430000000002,738.552,748.512,True,1,1,5,11
Comp Nro:,461.0,509.996,66.10300000000001,75.10300000000002,True,1,1,1,3
4,417.0,444.8,66.11,76.11,True,1,1,1,3
168,517.0,561.48,66.11,76.11,True,1,1,1,3
02/06/2020,428.0,478.04,81.61,91.61,True,1,1,2,3
Fecha de Emisión:,341.0,420.524,82.273,91.273,True,1,1,2,3
xxxxxxxxx,21.0,80.013,83.45299999999997,92.45299999999999,True,1,1,3,3
xxxxxxxxx,84.0,278.526,83.45299999999997,92.45299999999999,True,1,1,3,3
xxxxxxxxx,84.0,269.517,93.803,102.803,True,1,1,3,3
xxxxxxxxx,341.0,364.994,105.273,114.273,True,1,1,3,3
xxxxxxxxx,369.0,424.04400000000004,105.273,114.273,True,1,1,3,3
xxxxxxxxx,21.0,110.523,107.45299999999999,116.45299999999999,True,1,1,3,3
xxxxxxxxx,116.0,263.564,107.45299999999999,116.45299999999999,True,1,1,3,3
xxxxxxxxx,341.0,413.009,117.273,126.273,True,1,1,3,3
xxxxxxxxx,419.0,464.036,117.273,126.273,True,1,1,3,3
xxxxxxxxx,116.0,169.523,117.803,126.803,True,1,1,3,3
xxxxxxxxx,341.0,475.046,129.273,138.273,True,1,1,3,3
xxxxxxxxx,486.0,531.036,129.273,138.273,True,1,1,3,3
xxxxxxxxx,21.0,123.015,132.273,141.273,True,1,1,3,3
xxxxxxxxx,131.0,208.517,132.273,141.273,True,1,1,3,3
xxxxxxxxx,32.94,532.07,150.36,160.36,True,1,1,3,3
xxxxxxxxx,124.68,440.31,173.773,182.773,True,1,1,4,3
xxxxxxxxx,222.19,489.032,194.28599999999997,202.28599999999997,True,1,1,4,3
xxxxxxxxx,21.0,102.54,194.453,203.453,True,1,1,4,3
xxxxxxxxx,21.0,111.68,211.28599999999997,219.28599999999997,True,1,1,4,3
xxxxxxxxx,131.0,225.264,211.28599999999997,219.28599999999997,True,1,1,4,3
xxxxxxxxx,312.33,573.0880000000002,211.28599999999997,228.486,True,1,1,4,3
xxxxxxxxx,21.0,97.456,231.28599999999997,239.28599999999997,True,1,1,4,3
xxxxxxxxx,113.0,230.38400000000001,231.28599999999997,239.28599999999997,True,1,1,4,3
Subtotal: $,444.5,491.00300000000004,587.453,596.453,True,1,1,5,3
188815,530.47,573.004,587.453,596.453,True,1,1,5,3
Importe Otros Tributos: $,382.49,491.00300000000004,605.453,614.453,True,1,1,5,3
0,555.49,573.004,605.453,614.453,True,1,1,5,3
Importe Total: $,415.99,491.0,623.61,633.61,True,1,1,5,3
188815,525.74,573.0,623.61,633.61,True,1,1,5,3
CAE N°:,436.56,475.0,683.61,693.61,True,1,1,6,3
70221585713008,480.0,557.84,683.61,693.61,True,1,1,6,3
Fecha de Vto de CAE:,368.31,475.0,698.61,708.61,True,1,1,7,3
02/06/2020,480.0,530.04,698.61,708.61,True,1,1,7,3
N°:  FC0080-00054760,373.445,507.98199999999997,38.546,51.54600000000001,True,1,1,1,4
FECHA: 04/08/2020,373.445,454.976,61.08600000000001,70.086,True,1,1,2,4
xxxxxxxxx,21.869,78.407,85.566,94.566,True,1,1,3,4
xxxxxxxxx,373.445,460.48400000000004,93.846,102.846,True,1,1,3,4
xxxxxxxxx,21.869,165.94099999999997,98.52600000000001,107.52600000000001,True,1,1,3,4
xxxxxxxxx,373.445,502.973,105.87,114.87,True,1,1,3,4
xxxxxxxxx,21.869,213.497,111.55799999999999,120.55799999999999,True,1,1,3,4
xxxxxxxxx,373.445,429.965,115.87799999999999,124.87799999999999,True,1,1,3,4
xxxxxxxxx,21.869,146.033,124.302,133.30200000000002,True,1,1,3,4
xxxxxxxxx,373.445,518.498,126.39,135.39,True,1,1,3,4
xxxxxxxxx,21.869,87.37100000000002,138.126,147.126,True,1,1,3,4
xxxxxxxxx,373.733,394.73,155.838,164.838,True,1,1,3,4
xxxxxxxxx,441.98900000000003,503.027,155.838,164.838,True,1,1,3,4
xxxxxxxxx,20.069000000000006,61.56800000000001,160.23,169.23,True,1,1,4,4
xxxxxxxxx,75.869,228.905,160.23,169.23,True,1,1,4,4
xxxxxxxxx,373.22900000000004,391.22900000000004,170.958,179.958,True,1,1,4,4
xxxxxxxxx,441.55699999999996,560.087,170.958,179.958,True,1,1,4,4
xxxxxxxxx,20.069000000000006,70.568,174.342,183.342,True,1,1,4,4
xxxxxxxxx,76.373,342.251,174.342,183.342,True,1,1,4,4
xxxxxxxxx,373.301,427.4,187.08599999999998,196.08599999999998,True,1,1,4,4
xxxxxxxxx,441.55699999999996,496.601,187.08599999999998,196.08599999999998,True,1,1,4,4
xxxxxxxxx,20.069000000000006,43.073,191.47799999999998,200.47799999999998,True,1,1,4,4
xxxxxxxxx,76.805,96.821,191.47799999999998,200.47799999999998,True,1,1,4,4
xxxxxxxxx,20.069000000000006,72.071,207.31799999999998,216.31799999999998,True,1,1,4,4
xxxxxxxxx,75.869,136.412,207.606,216.606,True,1,1,4,4
CAE:,413.909,435.905,750.653,759.653,True,1,1,5,4
70312799981607,477.917,560.4830000000002,750.653,759.653,True,1,1,5,4
 1  4  / 0  8  / 2 020,477.917,523.097,760.6610000000003,771.965,True,1,1,6,4
Vto CAE:,412.901,451.898,762.965,771.965,True,1,1,6,4
N°:  FC0081-00070053,372.869,507.406,33.938,46.938,True,1,1,1,4
N°:  FC0080-00065584,373.445,507.982,38.546,51.54600000000001,True,1,1,1,4
FECHA: 06/07/2020,372.869,454.4,56.478,65.47800000000001,True,1,1,2,4
FECHA: 31/08/2021,373.445,454.976,61.08600000000001,70.086,True,1,1,2,4
xxxxxxxxx,19.061,75.59899999999998,83.046,92.046,True,1,1,3,4
xxxxxxxxx,21.869,78.407,85.566,94.566,True,1,1,3,4
xxxxxxxxx,372.869,502.397,93.054,113.14200000000001,True,1,1,3,4
xxxxxxxxx,373.445,460.484,93.846,102.846,True,1,1,3,4
xxxxxxxxx,19.061,163.13299999999995,95.934,104.934,True,1,1,3,4
xxxxxxxxx,21.869,165.94099999999997,98.526,107.526,True,1,1,3,4
xxxxxxxxx,373.445,502.973,105.87,114.87,True,1,1,3,4
xxxxxxxxx,19.061,210.68900000000002,109.038,118.038,True,1,1,3,4
xxxxxxxxx,21.869,112.679,111.558,120.558,True,1,1,3,4
xxxxxxxxx,372.869,429.389,114.15,123.15,True,1,1,3,4
xxxxxxxxx,373.445,429.965,115.878,124.878,True,1,1,3,4
xxxxxxxxx,21.869,146.033,124.302,133.30200000000002,True,1,1,3,4
xxxxxxxxx,372.869,517.922,124.59,133.59,True,1,1,3,4
xxxxxxxxx,19.061,143.225,125.022,134.02200000000002,True,1,1,3,4
xxxxxxxxx,373.445,518.498,126.39,135.39,True,1,1,3,4
xxxxxxxxx,21.869,87.37100000000002,138.126,147.126,True,1,1,3,4
xxxxxxxxx,19.061,84.56299999999997,138.342,147.342,True,1,1,3,4
xxxxxxxxx,373.87699999999995,394.874,152.886,161.886,True,1,1,3,4
xxxxxxxxx,442.205,503.24300000000005,152.886,161.886,True,1,1,3,4
xxxxxxxxx,373.733,394.73,155.838,164.838,True,1,1,4,4
xxxxxxxxx,441.989,503.027,155.838,164.838,True,1,1,4,4
xxxxxxxxx,20.213,61.711999999999996,157.278,166.278,True,1,1,4,4
xxxxxxxxx,76.013,229.049,157.278,166.278,True,1,1,4,4
xxxxxxxxx,20.069000000000006,61.56800000000001,160.23,169.23,True,1,1,4,4
xxxxxxxxx,75.869,228.905,160.23,169.23,True,1,1,4,4
xxxxxxxxx,373.445,391.445,165.342,174.342,True,1,1,4,4
xxxxxxxxx,441.773,560.303,165.342,174.342,True,1,1,4,4
xxxxxxxxx,373.229,391.229,170.958,179.958,True,1,1,4,4
xxxxxxxxx,441.557,560.087,170.958,179.958,True,1,1,4,4
xxxxxxxxx,20.213,70.712,171.46200000000005,180.46200000000002,True,1,1,4,4
xxxxxxxxx,76.013,341.89099999999996,171.46200000000005,180.46200000000002,True,1,1,4,4
xxxxxxxxx,20.069000000000006,70.568,174.342,183.342,True,1,1,4,4
xxxxxxxxx,76.373,342.251,174.342,183.342,True,1,1,4,4
xxxxxxxxx,373.445,427.54400000000004,179.67,188.67,True,1,1,4,4
xxxxxxxxx,441.773,496.81699999999995,179.67,188.67,True,1,1,4,4
xxxxxxxxx,373.301,427.4,187.086,196.086,True,1,1,4,4
xxxxxxxxx,441.557,496.601,187.086,196.086,True,1,1,4,4
xxxxxxxxx,20.069000000000006,43.073,191.478,200.478,True,1,1,4,4
xxxxxxxxx,76.805,96.821,191.478,200.478,True,1,1,4,4
xxxxxxxxx,20.069000000000006,72.071,207.318,216.318,True,1,1,4,4
xxxxxxxxx,75.869,136.412,207.606,216.606,True,1,1,4,4
xxxxxxxxx,372.725,486.017,210.342,219.342,True,1,1,4,4
xxxxxxxxx,20.069000000000006,115.577,223.878,232.878,True,1,1,4,4
xxxxxxxxx,120.797,167.813,223.878,232.878,True,1,1,4,4
xxxxxxxxx,372.725,401.219,225.534,234.534,True,1,1,4,4
xxxxxxxxx,440.981,566.576,225.534,244.542,True,1,1,4,4
$ 3406.19,513.629,565.615,588.379,599.379,True,1,1,7,4
71352253239873     ,477.917,560.4830000000002,750.653,759.653,True,1,1,5,4
70272768718400,448.325,518.381,756.1410000000003,765.1410000000003,True,1,1,5,4
CAE:,420.965,442.961,757.365,766.365,True,1,1,5,4
